station,a_teen,a_college,a_adult,a_mid,a_old,a_unkown,r_native,r_asian,r_black,r_latino,r_unknown,r_white,sex_f,s_m,sex_u,total
"J,Z",0,1,4,0,0,0,0,0,4,1,0,0,0,5,0,5
NOSTRAND AVENUE,1,37,66,21,1,1,1,9,60,24,2,31,35,92,0,127
3,0,5,12,3,0,1,1,0,14,3,0,3,5,16,0,21
"A,C",1,32,54,18,1,0,0,9,46,21,2,28,30,76,0,106
OCEAN PKWY,0,1,5,0,0,0,0,1,0,3,0,2,4,2,0,6
Q,0,1,5,0,0,0,0,1,0,3,0,2,4,2,0,6
OFF-SYSTEM,0,0,3,0,0,0,0,0,0,2,1,0,0,2,1,3
OFF-SYSTEM,0,0,3,0,0,0,0,0,0,2,1,0,0,2,1,3
PACIFIC STREET,1,32,42,13,0,0,0,11,24,29,2,22,22,66,0,88
"D,N,R",1,32,42,13,0,0,0,11,24,29,2,22,22,66,0,88
PARK PLACE,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
S,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
PARKSIDE AVENUE,0,2,2,0,0,0,0,0,2,1,0,1,2,2,0,4
Q,0,2,2,0,0,0,0,0,2,1,0,1,2,2,0,4
PENNSYLVANIA AVENUE,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,2
3,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,2
PRESIDENT STREET,0,5,6,0,0,1,0,1,3,6,0,2,2,10,0,12
"2,5",0,5,6,0,0,1,0,1,3,6,0,2,2,10,0,12
PROSPECT AVENUE,0,3,10,0,0,0,0,0,1,11,0,1,1,12,0,13
R,0,3,10,0,0,0,0,0,1,11,0,1,1,12,0,13
PROSPECT PARK,1,18,33,13,0,0,0,1,37,8,0,19,16,49,0,65
"B,Q,S",1,18,33,13,0,0,0,1,37,8,0,19,16,49,0,65
RALPH AVENUE,0,35,62,14,3,0,0,7,71,15,1,20,20,93,1,114
C,0,35,62,14,3,0,0,7,71,15,1,20,20,93,1,114
ROCKAWAY AVENUE,2,7,18,6,0,0,0,1,22,9,0,1,7,26,0,33
3,2,5,15,6,0,0,0,1,20,6,0,1,7,21,0,28
C,0,2,3,0,0,0,0,0,2,3,0,0,0,5,0,5
ROCKAWAY PKWY-CANARSIE,0,1,2,6,0,0,0,0,6,3,0,0,0,9,0,9
L,0,1,2,6,0,0,0,0,6,3,0,0,0,9,0,9
SARATOGA AVENUE,1,5,8,0,0,0,0,2,9,3,0,0,1,13,0,14
3,1,5,8,0,0,0,0,2,9,3,0,0,1,13,0,14
SENECA AVENUE,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
M,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
SHEEPSHEAD BAY,3,27,24,14,0,0,0,1,16,11,4,36,17,51,0,68
"B,Q",3,27,24,14,0,0,0,1,16,11,4,36,17,51,0,68
SHEPHERD AVENUE,0,1,2,1,0,0,0,0,3,1,0,0,1,3,0,4
C,0,1,2,1,0,0,0,0,3,1,0,0,1,3,0,4
SMITH-9 STREETS,0,7,11,1,0,0,0,2,7,5,0,5,2,17,0,19
"F,G",0,7,11,1,0,0,0,2,7,5,0,5,2,17,0,19
STERLING STREET,0,4,6,2,1,0,0,0,7,1,0,5,3,10,0,13
"2,5",0,4,6,2,1,0,0,0,7,1,0,5,3,10,0,13
STILLWELL AVENUE-CONEY ISLAND,4,48,93,33,5,1,0,7,86,66,1,24,22,162,0,184
"D,F,N,Q",4,48,93,33,5,1,0,7,86,66,1,24,22,162,0,184
SUTTER AVENUE,0,0,7,1,0,0,0,0,3,5,0,0,1,7,0,8
L,0,0,7,1,0,0,0,0,3,5,0,0,1,7,0,8
SUTTER AVENUE-RUTLAND ROAD,2,16,26,12,0,2,0,0,42,15,1,0,8,50,0,58
3,2,16,26,12,0,2,0,0,42,15,1,0,8,50,0,58
UNION STREET,0,6,14,7,0,0,0,1,9,10,0,7,4,23,0,27
R,0,6,14,7,0,0,0,1,9,10,0,7,4,23,0,27
UTICA AVE.-CROWN HEIGHTS,1,51,81,29,4,1,0,5,108,36,2,16,42,124,1,167
"3,4",1,51,81,29,4,1,0,5,108,36,2,16,42,124,1,167
UTICA AVENUE,0,24,47,5,1,0,0,2,39,16,2,18,12,65,0,77
"A,C",0,24,47,5,1,0,0,2,39,16,2,18,12,65,0,77
VAN SICLEN AVENUE,2,8,15,2,0,0,0,0,13,10,0,4,4,23,0,27
3,1,2,5,1,0,0,0,0,3,4,0,2,2,7,0,9
C,0,6,6,1,0,0,0,0,8,3,0,2,2,11,0,13
"J,Z",1,0,4,0,0,0,0,0,2,3,0,0,0,5,0,5
WEST 8 STREET-NY AQUARIUM,0,6,2,1,0,0,0,0,3,4,0,2,2,7,0,9
"Q,F",0,6,2,1,0,0,0,0,3,4,0,2,2,7,0,9
WILSON AVENUE,0,2,6,2,1,0,0,0,2,5,0,4,3,8,0,11
L,0,2,6,2,1,0,0,0,2,5,0,4,3,8,0,11
WINTHROP STREET,0,14,8,3,1,0,0,2,16,4,1,3,6,20,0,26
"2,5",0,14,8,3,1,0,0,2,16,4,1,3,6,20,0,26
WYCKOFF AVENUE,0,4,2,0,0,0,0,1,1,1,0,3,4,2,0,6
M,0,4,2,0,0,0,0,1,1,1,0,3,4,2,0,6
YORK STREET,0,2,2,2,0,0,0,0,1,4,0,1,1,5,0,6
F,0,2,2,2,0,0,0,0,1,4,0,1,1,5,0,6
1 AVENUE,0,25,36,5,1,0,1,6,9,17,1,33,21,46,0,67
L,0,25,36,5,1,0,1,6,9,17,1,33,21,46,0,67
103 STREET,4,44,53,15,2,0,2,7,32,54,1,22,28,89,1,118
1,0,8,10,5,1,0,0,1,5,12,0,6,7,16,1,24
6,4,29,43,7,1,0,2,4,26,38,1,13,19,65,0,84
"B,C",0,7,0,3,0,0,0,2,1,4,0,3,2,8,0,10
110 ST.-CATHEDRAL PKWY.,5,62,51,27,2,0,0,16,45,47,8,31,34,110,3,147
1,2,37,33,14,2,0,0,10,23,33,5,17,20,67,1,88
"B,C",3,25,18,13,0,0,0,6,22,14,3,14,14,43,2,59
110 ST.-CENTRAL PARK NORTH,0,6,8,8,2,1,0,3,9,7,2,4,3,22,0,25
"2,3",0,6,8,8,2,1,0,3,9,7,2,4,3,22,0,25
110 STREET,1,27,48,22,7,1,1,5,34,46,0,20,20,86,0,106
6,1,27,48,22,7,1,1,5,34,46,0,20,20,86,0,106
116 ST.-COLUMBIA UNIVERSITY,0,45,18,3,2,0,1,17,16,10,2,22,29,38,1,68
1,0,45,18,3,2,0,1,17,16,10,2,22,29,38,1,68
116 STREET,6,55,90,35,4,2,0,18,67,71,6,30,40,152,0,192
"2,3",0,4,13,8,0,0,0,1,15,5,0,4,2,23,0,25
6,6,47,68,26,4,2,0,17,43,63,5,25,38,115,0,153
"B,C",0,4,9,1,0,0,0,0,9,3,1,1,0,14,0,14
125 STREET,8,229,349,156,18,2,0,42,339,249,20,112,194,564,4,762
1,1,60,56,14,2,1,0,15,39,54,3,23,35,98,1,134
"2,3",0,15,23,6,0,0,0,0,20,19,0,5,7,37,0,44
"4,5,6",3,37,106,57,8,0,0,7,86,81,8,29,47,162,2,211
"A,B,C,D",4,117,164,79,8,1,0,20,194,95,9,55,105,267,1,373
135 STREET,0,7,10,3,0,0,0,0,11,6,1,2,4,16,0,20
"2,3",0,1,5,3,0,0,0,0,6,3,0,0,2,7,0,9
"B,C",0,6,5,0,0,0,0,0,5,3,1,2,2,9,0,11
137 ST.-CITY COLLEGE,0,23,51,10,2,0,0,1,22,47,6,10,11,75,0,86
1,0,23,51,10,2,0,0,1,22,47,6,10,11,75,0,86
14 ST.-UNION SQUARE,0,13,25,7,1,0,0,7,13,17,2,7,9,37,0,46
L,0,13,25,7,1,0,0,7,13,17,2,7,9,37,0,46
14 STREET,35,798,704,167,21,2,7,198,354,615,73,480,485,1240,2,1727
"1,2,3",4,68,75,13,0,0,0,10,48,65,2,35,40,120,0,160
"4,5,6",29,618,487,111,15,2,7,157,254,431,48,365,373,888,1,1262
"A,C,E",2,102,124,37,6,0,0,25,45,110,20,71,63,207,1,271
"F,M",0,10,18,6,0,0,0,6,7,9,3,9,9,25,0,34
145 STREET,18,219,284,93,13,3,0,27,242,237,22,102,158,466,6,630
1,0,3,11,1,0,1,0,0,4,11,0,1,4,12,0,16
3,1,3,0,0,1,0,0,0,4,1,0,0,0,5,0,5
"A,B,C,D",17,213,273,92,12,2,0,27,234,225,22,101,154,449,6,609
148 ST.-HARLEM,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
155 STREET,0,8,15,3,0,0,0,2,13,9,0,2,4,22,0,26
"B,D",0,2,8,3,0,0,0,2,7,3,0,1,3,10,0,13
C,0,6,7,0,0,0,0,0,6,6,0,1,1,12,0,13
157 STREET,2,7,17,6,0,1,0,1,5,22,2,3,12,21,0,33
1,2,7,17,6,0,1,0,1,5,22,2,3,12,21,0,33
163 ST.-AMSTERDAM AVE.,0,18,16,10,2,0,0,2,11,20,3,10,7,38,1,46
C,0,18,16,10,2,0,0,2,11,20,3,10,7,38,1,46
168 ST.-WASHINGTON HTS.,2,102,150,59,4,1,0,26,71,150,5,66,88,230,0,318
1,0,36,50,26,2,1,0,5,21,55,1,33,28,87,0,115
"A,C",2,66,100,33,2,0,0,21,50,95,4,33,60,143,0,203
175 STREET,1,24,27,17,1,0,0,4,22,35,0,9,16,54,0,70
A,1,24,27,17,1,0,0,4,22,35,0,9,16,54,0,70
18 STREET,0,3,3,0,0,0,0,0,2,3,0,1,1,5,0,6
1,0,3,3,0,0,0,0,0,2,3,0,1,1,5,0,6
181 STREET,0,2,0,0,0,0,0,1,0,1,0,0,0,2,0,2
1,0,2,0,0,0,0,0,1,0,1,0,0,0,2,0,2
190 STREET,1,1,2,2,0,0,0,0,3,2,0,1,1,5,0,6
A,1,1,2,2,0,0,0,0,3,2,0,1,1,5,0,6
191 STREET,0,2,7,1,0,0,0,0,3,7,0,0,3,7,0,10
1,0,2,7,1,0,0,0,0,3,7,0,0,3,7,0,10
2 AVENUE,2,54,47,24,3,0,1,21,23,37,4,44,32,98,0,130
F,2,54,47,24,3,0,1,21,23,37,4,44,32,98,0,130
200 ST.-DYCKMAN ST.,2,36,52,22,1,0,0,3,22,73,2,13,28,85,0,113
1,2,28,35,17,1,0,0,1,10,61,1,10,21,62,0,83
A,0,8,17,5,0,0,0,2,12,12,1,3,7,23,0,30
207 ST.-INWOOD,0,1,10,6,1,0,0,1,4,11,0,2,2,16,0,18
A,0,1,10,6,1,0,0,1,4,11,0,2,2,16,0,18
207 STREET,0,1,3,0,0,0,0,0,2,2,0,0,0,4,0,4
1,0,1,3,0,0,0,0,0,2,2,0,0,0,4,0,4
215 STREET,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
225 ST.-MARBLE HILL,0,1,0,1,0,0,0,0,0,2,0,0,0,2,0,2
1,0,1,0,1,0,0,0,0,0,2,0,0,0,2,0,2
23 STREET,3,39,33,21,5,0,0,7,17,48,7,22,20,79,2,101
1,0,2,1,1,1,0,0,1,1,3,0,0,3,2,0,5
6,1,22,19,13,4,0,0,3,7,28,4,17,10,47,2,59
"C,E",1,6,8,2,0,0,0,3,4,7,1,2,4,13,0,17
"F,M",1,4,0,3,0,0,0,0,3,4,1,0,2,6,0,8
"N,R",0,5,5,2,0,0,0,0,2,6,1,3,1,11,0,12
231 STREET,0,7,5,1,1,1,0,1,2,11,0,1,2,13,0,15
1,0,7,5,1,1,1,0,1,2,11,0,1,2,13,0,15
238 STREET,0,0,1,1,0,0,0,1,0,1,0,0,0,2,0,2
1,0,0,1,1,0,0,0,1,0,1,0,0,0,2,0,2
242 ST.-VAN CORTLANDT PARK,0,37,46,17,0,0,0,4,18,63,1,14,13,87,0,100
1,0,37,46,17,0,0,0,4,18,63,1,14,13,87,0,100
28 STREET,8,146,150,51,6,0,3,36,84,134,10,94,83,277,1,361
1,0,21,14,6,2,0,0,5,14,12,1,11,9,34,0,43
6,8,122,132,44,3,0,3,29,69,120,9,79,72,236,1,309
"N,R",0,3,4,1,1,0,0,2,1,2,0,4,2,7,0,9
3 AVENUE,1,6,8,4,0,0,0,4,2,8,1,4,3,16,0,19
L,1,6,8,4,0,0,0,4,2,8,1,4,3,16,0,19
33 STREET,9,139,168,57,4,2,1,32,70,207,11,58,98,278,3,379
6,9,139,168,57,4,2,1,32,70,207,11,58,98,278,3,379
34 ST.-HERALD SQ.,12,129,148,43,5,0,1,39,69,143,18,67,106,231,0,337
"B,D,F",12,129,148,43,5,0,1,39,69,143,18,67,106,231,0,337
34 ST.-PENN STATION,13,451,474,162,30,4,1,94,332,361,81,265,321,807,6,1134
"1,2,3",11,308,278,87,16,3,0,51,222,223,52,155,217,481,5,703
"A,C,E",2,143,196,75,14,1,1,43,110,138,29,110,104,326,1,431
34 STREET,4,51,73,21,2,2,1,23,27,79,3,20,39,114,0,153
7,2,22,34,8,0,2,0,5,11,37,3,12,15,53,0,68
"M,N,Q,R",2,29,39,13,2,0,1,18,16,42,0,8,24,61,0,85
42 ST.-GRAND CENTRAL,34,569,532,135,25,1,4,116,306,423,96,351,330,958,8,1296
"4,5,6",18,311,266,83,16,0,1,54,180,176,74,209,165,523,6,694
7,0,4,2,0,1,0,0,0,3,2,0,2,3,4,0,7
S,16,254,264,52,8,1,3,62,123,245,22,140,162,431,2,595
42 ST.-PORT AUTHORITY BUS TERMINAL,25,443,644,190,14,9,7,81,240,774,58,165,308,1009,8,1325
"A,C,E",25,443,644,190,14,9,7,81,240,774,58,165,308,1009,8,1325
42 ST.-TIMES SQUARE,24,415,429,73,17,4,10,90,224,445,42,151,203,755,4,962
"1,2,3",16,233,245,37,11,3,2,52,137,240,21,93,119,423,3,545
7,3,38,51,4,3,1,1,11,22,48,6,12,22,78,0,100
"N,Q,R",2,32,34,5,1,0,1,13,12,32,2,14,18,56,0,74
S,3,112,99,27,2,0,6,14,53,125,13,32,44,198,1,243
42 STREET,2,86,116,48,4,2,2,25,56,127,7,41,51,207,0,258
"B,D,F,M",2,86,116,48,4,2,2,25,56,127,7,41,51,207,0,258
47-50 STS./ROCKEFELLER CTR.,0,20,24,5,0,0,0,7,10,21,4,7,10,37,2,49
"B,D,F,M",0,20,24,5,0,0,0,7,10,21,4,7,10,37,2,49
49 STREET,0,2,4,1,0,0,0,1,0,4,0,2,1,5,1,7
"N,Q,R",0,2,4,1,0,0,0,1,0,4,0,2,1,5,1,7
5 AVENUE,3,20,16,3,0,0,0,5,5,26,0,6,9,33,0,42
7,2,11,7,1,0,0,0,3,2,14,0,2,3,18,0,21
"E,M",1,8,8,2,0,0,0,2,2,11,0,4,5,14,0,19
"N,Q,R",0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,2
50 STREET,1,19,21,11,3,2,0,9,7,26,3,12,16,41,0,57
1,0,11,12,5,1,2,0,3,5,16,2,5,12,19,0,31
"C,E",1,8,9,6,2,0,0,6,2,10,1,7,4,22,0,26
51 STREET,1,49,46,11,5,0,0,13,17,51,7,24,37,75,0,112
6,1,49,46,11,5,0,0,13,17,51,7,24,37,75,0,112
57 STREET,1,25,22,9,3,1,1,16,6,27,1,10,12,49,0,61
F,0,6,3,2,0,0,0,4,1,5,0,1,0,11,0,11
"N,Q,R",1,19,19,7,3,1,1,12,5,22,1,9,12,38,0,50
59 ST.-COLUMBUS CIRCLE,23,434,490,114,22,11,6,123,217,449,36,263,286,804,4,1094
1,17,251,255,48,10,3,2,76,117,235,16,138,147,436,1,584
"A,B,C,D",6,183,235,66,12,8,4,47,100,214,20,125,139,368,3,510
59 STREET,11,132,159,40,3,1,2,22,79,160,17,66,80,262,4,346
"4,5,6",11,132,159,40,3,1,2,22,79,160,17,66,80,262,4,346
6 AVENUE,0,1,1,1,0,0,0,1,1,1,0,0,1,2,0,3
L,0,1,1,1,0,0,0,1,1,1,0,0,1,2,0,3
66 ST.-LINCOLN CENTER,0,5,1,0,0,0,0,0,1,2,0,3,2,4,0,6
1,0,5,1,0,0,0,0,0,1,2,0,3,2,4,0,6
68 ST.-HUNTER COLLEGE,3,30,30,14,0,0,0,9,16,36,2,14,20,57,0,77
6,3,30,30,14,0,0,0,9,16,36,2,14,20,57,0,77
7 AVENUE,0,3,7,2,0,0,0,1,5,4,0,2,4,8,0,12
"B,D,E",0,3,7,2,0,0,0,1,5,4,0,2,4,8,0,12
72 STREET,2,11,13,5,0,0,0,4,6,14,0,7,10,21,0,31
"1,2,3",2,10,13,5,0,0,0,4,5,14,0,7,9,21,0,30
"B,C",0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
72ND STREET,0,4,6,4,0,0,0,4,1,5,0,4,4,10,0,14
Q,0,4,6,4,0,0,0,4,1,5,0,4,4,10,0,14
77 STREET,2,69,67,17,3,0,0,24,29,62,5,38,43,115,0,158
6,2,69,67,17,3,0,0,24,29,62,5,38,43,115,0,158
79 STREET,0,3,5,3,0,0,0,1,1,6,1,2,1,10,0,11
1,0,3,5,3,0,0,0,1,1,6,1,2,1,10,0,11
8 AVENUE,1,25,20,2,1,0,1,5,12,18,1,12,12,37,0,49
L,1,25,20,2,1,0,1,5,12,18,1,12,12,37,0,49
8 ST.-NYU,0,5,1,0,1,0,0,1,3,2,1,0,4,3,0,7
"N,R",0,5,1,0,1,0,0,1,3,2,1,0,4,3,0,7
81 ST.-MUSEUM OF NATURAL HISTORY,0,5,6,1,0,0,0,3,3,0,0,6,3,9,0,12
"B,C",0,5,6,1,0,0,0,3,3,0,0,6,3,9,0,12
86 STREET,9,154,188,49,8,2,1,18,113,184,12,82,97,311,2,410
1,0,25,39,6,4,2,1,2,12,36,0,25,27,49,0,76
"4,5,6",7,115,136,37,4,0,0,12,93,133,12,49,67,230,2,299
"B,C",2,14,13,6,0,0,0,4,8,15,0,8,3,32,0,35
86TH STREET,0,9,17,8,1,0,0,4,4,10,1,16,10,25,0,35
Q,0,9,17,8,1,0,0,4,4,10,1,16,10,25,0,35
96 STREET,6,165,143,44,3,1,0,25,86,166,8,77,91,270,1,362
"1,2,3",5,88,79,23,0,1,0,12,50,91,3,40,41,154,1,196
6,1,58,47,14,2,0,0,12,22,56,5,27,37,85,0,122
"B,C",0,19,17,7,1,0,0,1,14,19,0,10,13,31,0,44
96TH STREET,0,30,40,10,3,0,0,10,32,14,6,21,20,63,0,83
Q,0,30,40,10,3,0,0,10,32,14,6,21,20,63,0,83
ASTOR PLACE,1,5,5,3,0,0,0,1,4,5,0,4,4,10,0,14
6,1,5,5,3,0,0,0,1,4,5,0,4,4,10,0,14
BLEECKER STREET,6,113,109,38,3,0,1,33,48,98,9,80,73,196,0,269
6,6,113,109,38,3,0,1,33,48,98,9,80,73,196,0,269
BOWERY,0,7,9,4,0,0,0,3,5,5,1,6,5,15,0,20
"J,Z",0,7,9,4,0,0,0,3,5,5,1,6,5,15,0,20
BOWLING GREEN,0,1,1,0,0,0,0,0,0,1,0,1,0,2,0,2
"4,5",0,1,1,0,0,0,0,0,0,1,0,1,0,2,0,2
BROAD STREET,0,1,1,0,0,0,0,0,0,0,0,2,0,2,0,2
"J,Z",0,1,1,0,0,0,0,0,0,0,0,2,0,2,0,2
BROADWAY/LAFAYETTE,7,86,84,25,5,0,1,26,39,77,5,59,62,144,1,207
"B,D,F,M",7,86,84,25,5,0,1,26,39,77,5,59,62,144,1,207
BROADWAY/NASSAU,25,360,413,121,18,1,7,86,373,300,41,131,226,706,6,938
"A,C",25,360,413,121,18,1,7,86,373,300,41,131,226,706,6,938
BROOKLYN BRIDGE-CITY HALL,1,10,17,2,0,0,0,3,6,14,0,7,8,22,0,30
"4,5,6",1,10,17,2,0,0,0,3,6,14,0,7,8,22,0,30
CANAL STREET,8,154,171,51,9,1,2,47,69,155,22,99,123,271,0,394
1,0,1,2,0,0,0,0,1,1,1,0,0,2,1,0,3
6,0,18,16,7,6,0,1,9,5,13,6,13,17,30,0,47
"A,C,E",8,124,138,42,2,1,1,31,57,133,16,77,93,222,0,315
"J,Z",0,6,6,1,1,0,0,5,1,4,0,4,5,9,0,14
"N,Q,R",0,5,9,1,0,0,0,1,5,4,0,5,6,9,0,15
CHAMBERS ST.-WORLD TRADE CENTER,0,41,29,13,3,0,2,6,18,33,3,24,10,75,1,86
"A,C,E",0,41,29,13,3,0,2,6,18,33,3,24,10,75,1,86
CHAMBERS STREET,2,24,29,6,1,0,0,3,16,29,0,14,7,55,0,62
"1,2,3",2,23,27,6,1,0,0,3,14,29,0,13,6,53,0,59
"J,Z",0,1,2,0,0,0,0,0,2,0,0,1,1,2,0,3
CHRISTOPHER ST.-SHERIDAN SQ.,2,67,63,10,4,1,1,8,41,36,7,54,28,119,0,147
1,2,67,63,10,4,1,1,8,41,36,7,54,28,119,0,147
CITY HALL,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
R,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CORTLANDT STREET,0,8,17,5,2,0,2,5,3,16,1,5,7,24,1,32
1,0,6,10,3,2,0,1,2,2,11,1,4,6,14,1,21
R,0,2,7,2,0,0,1,3,1,5,0,1,1,10,0,11
DELANCEY STREET,4,97,73,16,2,0,2,26,39,63,6,56,57,134,1,192
F,4,97,73,16,2,0,2,26,39,63,6,56,57,134,1,192
DISTRICT 1 OFFICE,0,1,1,0,0,0,0,0,1,1,0,0,0,2,0,2
N/A,0,1,1,0,0,0,0,0,1,1,0,0,0,2,0,2
DISTRICT 2 OFFICE,0,1,1,0,0,0,0,0,0,1,0,1,2,0,0,2
N/A,0,1,1,0,0,0,0,0,0,1,0,1,2,0,0,2
DISTRICT 3 OFFICE,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
N/A,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
DISTRICT 4 OFFICE,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
N/A,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
EAST BROADWAY,0,10,8,1,1,0,0,3,3,4,2,8,8,12,0,20
F,0,10,8,1,1,0,0,3,3,4,2,8,8,12,0,20
ESSEX STREET,0,6,5,0,0,0,0,1,2,3,0,5,5,6,0,11
"J,M,Z",0,6,5,0,0,0,0,1,2,3,0,5,5,6,0,11
FRANKLIN STREET,0,5,4,0,0,0,0,0,3,5,0,1,4,5,0,9
1,0,5,4,0,0,0,0,0,3,5,0,1,4,5,0,9
FULTON STREET,2,93,98,35,4,0,1,17,83,78,6,47,61,171,0,232
"2,3",0,9,8,4,0,0,1,0,6,9,1,4,10,11,0,21
"4,5",2,73,82,30,4,0,0,16,71,64,4,36,46,145,0,191
"J,Z",0,11,8,1,0,0,0,1,6,5,1,7,5,15,0,20
GRAND STREET,1,10,3,3,1,0,0,4,4,4,3,3,3,15,0,18
"B,D",1,10,3,3,1,0,0,4,4,4,3,3,3,15,0,18
HOUSTON STREET,0,3,3,0,0,0,0,2,1,1,1,1,1,5,0,6
1,0,3,3,0,0,0,0,2,1,1,1,1,1,5,0,6
LEXINGTON AVE.,1,16,24,5,2,0,0,2,7,20,6,13,12,36,0,48
F,0,1,2,0,0,0,0,0,1,1,0,1,0,3,0,3
"N,Q,R",1,15,22,5,2,0,0,2,6,19,6,12,12,33,0,45
LEXINGTON AVENUE,1,22,29,11,2,0,0,13,14,17,0,21,22,43,0,65
"E,M",1,22,29,11,2,0,0,13,14,17,0,21,22,43,0,65
OFF-SYSTEM,1,8,6,0,0,0,0,2,7,2,0,4,5,10,0,15
OFF-SYSTEM,1,8,6,0,0,0,0,2,7,2,0,4,5,10,0,15
PRINCE STREET,1,4,3,2,0,0,0,0,3,2,2,3,3,7,0,10
"N,R",1,4,3,2,0,0,0,0,3,2,2,3,3,7,0,10
RECTOR STREET,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,2
1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,2
SOUTH FERRY,4,50,52,22,3,1,0,5,45,49,7,26,28,103,1,132
1,4,50,52,22,3,1,0,5,45,49,7,26,28,103,1,132
SPRING STREET,2,17,25,11,0,1,1,4,17,23,1,10,17,39,0,56
6,1,4,2,3,0,1,1,1,3,5,0,1,3,8,0,11
"C,E",1,13,23,8,0,0,0,3,14,18,1,9,14,31,0,45
UNION SQUARE,2,39,34,7,0,0,0,7,16,35,2,22,18,64,0,82
"N,Q,R",2,39,34,7,0,0,0,7,16,35,2,22,18,64,0,82
W. 4 STREET,0,76,56,11,4,0,1,14,25,40,9,58,37,109,1,147
"A,B,C,D,E,F,M",0,76,56,11,4,0,1,14,25,40,9,58,37,109,1,147
WALL STREET,0,1,5,0,0,0,1,1,1,3,0,0,0,6,0,6
"2,3",0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,2
"4,5",0,1,3,0,0,0,1,1,1,1,0,0,0,4,0,4
WHITEHALL ST.-SOUTH FERRY,2,0,2,1,0,0,0,0,4,1,0,0,2,3,0,5
R,2,0,2,1,0,0,0,0,4,1,0,0,2,3,0,5
102 STREET,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
"J,Z",0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
103 ST.-CORONA PLAZA,3,102,162,51,3,1,0,2,1,307,7,5,37,284,1,322
7,3,102,162,51,3,1,0,2,1,307,7,5,37,284,1,322
111 STREET,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
J,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
111 st-Roosevelt Ave,2,59,77,31,4,0,0,8,4,152,7,2,23,147,3,173
7,2,59,77,31,4,0,0,8,4,152,7,2,23,147,3,173
121 STREET,0,4,3,0,0,0,0,0,2,3,1,1,1,6,0,7
"J,Z",0,4,3,0,0,0,0,0,2,3,1,1,1,6,0,7
169 STREET,5,120,148,71,3,1,10,76,70,137,36,19,75,272,1,348
F,5,120,148,71,3,1,10,76,70,137,36,19,75,272,1,348
179 ST.-JAMAICA,2,18,30,15,0,0,1,5,15,31,4,9,12,53,0,65
F,2,18,30,15,0,0,1,5,15,31,4,9,12,53,0,65
21 ST.-QUEENSBRIDGE,2,8,14,2,2,0,0,3,6,19,0,0,9,19,0,28
F,2,8,14,2,2,0,0,3,6,19,0,0,9,19,0,28
21 STREET,0,0,4,2,0,0,0,0,0,6,0,0,0,6,0,6
G,0,0,4,2,0,0,0,0,0,6,0,0,0,6,0,6
23 STREET-ELY AVENUE,0,4,10,2,0,0,0,1,0,14,0,1,5,11,0,16
"E,M",0,4,10,2,0,0,0,1,0,14,0,1,5,11,0,16
30 AVENUE,0,2,3,0,0,0,0,0,1,4,0,0,1,4,0,5
"N,Q",0,2,3,0,0,0,0,0,1,4,0,0,1,4,0,5
33 STREET,0,6,19,4,0,0,0,8,4,12,4,1,4,25,0,29
7,0,6,19,4,0,0,0,8,4,12,4,1,4,25,0,29
36 AVENUE,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,2
"N,Q",0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,2
36 STREET,0,3,2,1,0,0,0,1,1,4,0,0,1,5,0,6
"M,R",0,3,2,1,0,0,0,1,1,4,0,0,1,5,0,6
39 AVENUE,0,1,2,2,0,0,0,0,0,3,1,1,0,5,0,5
"N,Q",0,1,2,2,0,0,0,0,0,3,1,1,0,5,0,5
40 STREET,0,5,4,0,0,0,0,3,0,6,0,0,3,6,0,9
7,0,5,4,0,0,0,0,3,0,6,0,0,3,6,0,9
45 ROAD-COURT HOUSE SQUARE,0,11,13,4,1,0,0,4,4,14,4,3,3,26,0,29
7,0,11,13,4,1,0,0,4,4,14,4,3,3,26,0,29
