station,a_teen,a_college,a_adult,a_mid,a_old,a_unkown,r_native,r_asian,r_black,r_latino,r_unknown,r_white,sex_f,s_m,sex_u,total
MYRTLE-WILLOUGHBY AVENUES,0,2,2,0,1,0,0,0,3,1,0,1,1,4,0,5
G,0,2,2,0,1,0,0,0,3,1,0,1,1,4,0,5
NASSAU AVENUE,1,9,22,7,2,0,0,6,3,12,2,18,12,29,0,41
G,1,9,22,7,2,0,0,6,3,12,2,18,12,29,0,41
NECK ROAD,0,3,2,0,0,0,0,0,1,1,0,3,1,4,0,5
Q,0,3,2,0,0,0,0,0,1,1,0,3,1,4,0,5
NEPTUNE AVENUE,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0,2
F,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0,2
NEVINS STREET,0,13,24,3,0,0,0,5,21,5,1,8,6,34,0,40
"2,3,4,5",0,13,24,3,0,0,0,5,21,5,1,8,6,34,0,40
NEW LOTS AVENUE,0,7,7,4,1,0,0,0,9,6,0,4,4,15,0,19
3,0,6,4,4,1,0,0,0,7,6,0,2,3,12,0,15
L,0,1,3,0,0,0,0,0,2,0,0,2,1,3,0,4
NEW UTRECHT AVENUE,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,2
N,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,2
NEWKIRK AVENUE,2,10,6,5,0,0,0,0,13,5,1,4,4,18,1,23
"2,5",1,8,5,3,0,0,0,0,12,3,1,1,2,14,1,17
"B,Q",1,2,1,2,0,0,0,0,1,2,0,3,2,4,0,6
NOSTRAND AVENUE,4,71,122,33,1,0,2,20,95,62,5,47,60,171,0,231
3,2,12,13,5,0,0,0,0,22,6,0,4,7,25,0,32
"A,C",2,59,109,28,1,0,2,20,73,56,5,43,53,146,0,199
OCEAN PKWY,0,2,10,7,0,0,0,2,3,4,0,10,11,8,0,19
Q,0,2,10,7,0,0,0,2,3,4,0,10,11,8,0,19
OFF-SYSTEM,0,0,4,0,0,0,0,0,1,2,0,1,2,2,0,4
OFF-SYSTEM,0,0,4,0,0,0,0,0,1,2,0,1,2,2,0,4
PACIFIC STREET,0,21,41,22,2,1,1,9,30,18,16,13,30,57,0,87
"D,N,R",0,21,41,22,2,1,1,9,30,18,16,13,30,57,0,87
PARKSIDE AVENUE,0,4,1,0,0,0,0,0,2,0,1,2,1,4,0,5
Q,0,4,1,0,0,0,0,0,2,0,1,2,1,4,0,5
PENNSYLVANIA AVENUE,0,0,1,2,0,0,0,0,2,0,0,1,2,1,0,3
3,0,0,1,2,0,0,0,0,2,0,0,1,2,1,0,3
PRESIDENT STREET,0,2,2,3,1,0,0,0,5,3,0,0,2,6,0,8
"2,5",0,2,2,3,1,0,0,0,5,3,0,0,2,6,0,8
PROSPECT AVENUE,1,2,8,4,1,0,0,0,4,6,0,6,7,9,0,16
R,1,2,8,4,1,0,0,0,4,6,0,6,7,9,0,16
PROSPECT PARK,0,17,16,5,0,0,0,3,21,6,1,7,11,27,0,38
"B,Q,S",0,17,16,5,0,0,0,3,21,6,1,7,11,27,0,38
RALPH AVENUE,0,20,31,11,0,0,0,3,42,9,0,8,6,56,0,62
C,0,20,31,11,0,0,0,3,42,9,0,8,6,56,0,62
ROCKAWAY AVENUE,1,24,29,13,2,1,1,2,48,11,2,6,9,61,0,70
3,1,9,6,4,2,1,0,1,15,5,0,2,5,18,0,23
C,0,15,23,9,0,0,1,1,33,6,2,4,4,43,0,47
ROCKAWAY PKWY-CANARSIE,0,2,3,2,0,0,0,0,3,3,0,1,0,7,0,7
L,0,2,3,2,0,0,0,0,3,3,0,1,0,7,0,7
SARATOGA AVENUE,0,8,9,3,0,0,0,0,14,4,1,1,2,18,0,20
3,0,8,9,3,0,0,0,0,14,4,1,1,2,18,0,20
SENECA AVENUE,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
M,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
SHEEPSHEAD BAY,0,24,40,17,1,0,1,9,16,12,1,43,25,56,1,82
"B,Q",0,24,40,17,1,0,1,9,16,12,1,43,25,56,1,82
SHEPHERD AVENUE,0,2,0,0,0,0,0,1,1,0,0,0,0,2,0,2
C,0,2,0,0,0,0,0,1,1,0,0,0,0,2,0,2
SMITH-9 STREETS,0,1,2,1,0,0,0,1,1,2,0,0,1,3,0,4
"F,G",0,1,2,1,0,0,0,1,1,2,0,0,1,3,0,4
STERLING STREET,0,5,16,7,0,0,1,0,17,3,1,6,9,19,0,28
"2,5",0,5,16,7,0,0,1,0,17,3,1,6,9,19,0,28
STILLWELL AVENUE-CONEY ISLAND,4,98,220,114,15,0,0,17,212,128,11,83,103,348,0,451
"D,F,N,Q",4,98,220,114,15,0,0,17,212,128,11,83,103,348,0,451
SUTTER AVENUE,0,3,7,3,0,0,0,1,6,5,0,1,1,11,1,13
L,0,3,7,3,0,0,0,1,6,5,0,1,1,11,1,13
SUTTER AVENUE-RUTLAND ROAD,1,28,25,12,5,0,0,3,47,18,1,2,15,56,0,71
3,1,28,25,12,5,0,0,3,47,18,1,2,15,56,0,71
UNION STREET,1,9,25,6,0,0,0,4,8,17,1,11,11,29,1,41
R,1,9,25,6,0,0,0,4,8,17,1,11,11,29,1,41
UTICA AVE.-CROWN HEIGHTS,1,79,87,34,5,0,0,7,116,45,5,33,53,153,0,206
"3,4",1,79,87,34,5,0,0,7,116,45,5,33,53,153,0,206
UTICA AVENUE,3,37,68,22,5,0,0,7,64,21,5,38,27,107,1,135
"A,C",3,37,68,22,5,0,0,7,64,21,5,38,27,107,1,135
VAN SICLEN AVENUE,0,7,20,5,0,0,0,0,16,13,1,2,5,27,0,32
3,0,4,18,5,0,0,0,0,16,8,1,2,4,23,0,27
"J,Z",0,3,2,0,0,0,0,0,0,5,0,0,1,4,0,5
WEST 8 STREET-NY AQUARIUM,1,5,7,2,0,0,0,1,5,2,3,4,3,12,0,15
"Q,F",1,5,7,2,0,0,0,1,5,2,3,4,3,12,0,15
WILSON AVENUE,0,4,4,1,0,0,0,0,4,3,1,1,3,6,0,9
L,0,4,4,1,0,0,0,0,4,3,1,1,3,6,0,9
WINTHROP STREET,0,7,16,6,1,0,0,3,18,6,0,3,4,26,0,30
"2,5",0,7,16,6,1,0,0,3,18,6,0,3,4,26,0,30
WYCKOFF AVENUE,0,1,1,3,0,0,0,0,0,5,0,0,2,3,0,5
M,0,1,1,3,0,0,0,0,0,5,0,0,2,3,0,5
YORK STREET,0,8,16,1,0,0,0,2,6,9,1,7,9,16,0,25
F,0,8,16,1,0,0,0,2,6,9,1,7,9,16,0,25
1 AVENUE,1,56,40,9,0,0,1,16,11,17,8,53,35,71,0,106
L,1,56,40,9,0,0,1,16,11,17,8,53,35,71,0,106
103 STREET,2,17,40,5,3,0,1,7,18,34,0,7,12,55,0,67
1,0,9,15,0,2,0,0,2,6,13,0,5,3,23,0,26
6,2,7,22,5,1,0,0,4,10,21,0,2,8,29,0,37
"B,C",0,1,3,0,0,0,1,1,2,0,0,0,1,3,0,4
110 ST.-CATHEDRAL PKWY.,2,64,51,13,1,0,0,23,36,30,4,38,41,90,0,131
1,1,25,22,8,0,0,0,9,11,18,4,14,11,45,0,56
"B,C",1,39,29,5,1,0,0,14,25,12,0,24,30,45,0,75
110 ST.-CENTRAL PARK NORTH,0,8,4,6,1,0,0,1,11,5,0,2,5,14,0,19
"2,3",0,8,4,6,1,0,0,1,11,5,0,2,5,14,0,19
110 STREET,2,23,31,27,1,0,0,7,21,39,3,14,22,61,1,84
6,2,23,31,27,1,0,0,7,21,39,3,14,22,61,1,84
116 ST.-COLUMBIA UNIVERSITY,1,45,22,4,0,1,0,23,10,16,0,24,20,53,0,73
1,1,45,22,4,0,1,0,23,10,16,0,24,20,53,0,73
116 STREET,2,60,92,40,4,0,0,10,70,74,6,38,51,146,1,198
"2,3",1,5,13,2,1,0,0,0,13,6,0,3,2,20,0,22
6,1,51,71,34,3,0,0,9,48,66,6,31,44,115,1,160
"B,C",0,4,8,4,0,0,0,1,9,2,0,4,5,11,0,16
125 STREET,9,181,317,148,20,6,3,34,276,225,30,113,172,507,2,681
1,1,22,20,6,0,1,0,5,16,18,1,10,10,40,0,50
"2,3",1,12,30,13,2,2,1,1,33,10,2,13,8,52,0,60
"4,5,6",5,38,67,41,10,0,0,7,68,59,6,21,32,129,0,161
"A,B,C,D",2,109,200,88,8,3,2,21,159,138,21,69,122,286,2,410
135 STREET,1,9,21,8,2,0,0,1,26,8,2,4,10,30,1,41
"2,3",1,8,19,6,2,0,0,1,24,6,2,3,9,26,1,36
"B,C",0,1,2,2,0,0,0,0,2,2,0,1,1,4,0,5
137 ST.-CITY COLLEGE,1,31,61,19,3,1,1,3,38,43,4,27,25,91,0,116
1,1,31,61,19,3,1,1,3,38,43,4,27,25,91,0,116
14 ST.-UNION SQUARE,0,12,12,4,0,0,0,5,5,11,1,6,7,21,0,28
L,0,12,12,4,0,0,0,5,5,11,1,6,7,21,0,28
14 STREET,24,716,717,199,36,5,3,183,366,556,72,517,509,1179,9,1697
"1,2,3",1,41,53,17,3,0,0,8,43,28,6,30,23,92,0,115
"4,5,6",16,522,483,123,20,5,3,147,227,369,45,378,346,814,9,1169
"A,C,E",6,144,173,52,13,0,0,28,91,148,19,102,130,258,0,388
"F,M",1,9,8,7,0,0,0,0,5,11,2,7,10,15,0,25
145 STREET,5,124,213,83,11,1,0,12,164,167,8,86,111,324,2,437
1,1,10,24,15,3,0,0,0,21,26,2,4,8,45,0,53
3,0,1,0,0,1,0,0,0,2,0,0,0,0,2,0,2
"A,B,C,D",4,113,189,68,7,1,0,12,141,141,6,82,103,277,2,382
148 ST.-HARLEM,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,2
3,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,2
155 STREET,0,2,2,1,0,0,0,0,2,3,0,0,1,4,0,5
"B,D",0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
C,0,2,2,0,0,0,0,0,1,3,0,0,0,4,0,4
157 STREET,1,14,23,11,0,0,0,0,12,29,0,8,12,37,0,49
1,1,14,23,11,0,0,0,0,12,29,0,8,12,37,0,49
163 ST.-AMSTERDAM AVE.,1,22,32,17,1,0,0,2,19,27,0,25,18,55,0,73
C,1,22,32,17,1,0,0,2,19,27,0,25,18,55,0,73
168 ST.-WASHINGTON HTS.,4,104,182,97,13,2,1,18,95,194,20,74,105,294,3,402
1,1,44,73,37,4,1,1,9,33,78,6,33,51,107,2,160
"A,C",3,60,109,60,9,1,0,9,62,116,14,41,54,187,1,242
175 STREET,0,8,10,7,1,0,0,0,5,12,1,8,4,22,0,26
A,0,8,10,7,1,0,0,0,5,12,1,8,4,22,0,26
181 STREET,0,11,9,5,0,0,0,1,7,10,0,7,6,19,0,25
1,0,9,9,4,0,0,0,1,6,9,0,6,5,17,0,22
A,0,2,0,1,0,0,0,0,1,1,0,1,1,2,0,3
190 STREET,0,2,0,1,0,0,0,1,2,0,0,0,1,2,0,3
A,0,2,0,1,0,0,0,1,2,0,0,0,1,2,0,3
191 STREET,0,5,6,4,1,0,0,0,6,10,0,0,0,16,0,16
1,0,5,6,4,1,0,0,0,6,10,0,0,0,16,0,16
2 AVENUE,2,63,51,18,7,0,1,21,21,39,7,52,42,97,2,141
F,2,63,51,18,7,0,1,21,21,39,7,52,42,97,2,141
200 ST.-DYCKMAN ST.,3,16,26,10,1,1,0,2,11,36,1,7,11,46,0,57
1,3,9,14,6,1,1,0,0,6,24,1,3,9,25,0,34
A,0,7,12,4,0,0,0,2,5,12,0,4,2,21,0,23
207 ST.-INWOOD,0,2,7,1,0,0,0,1,4,4,0,1,1,9,0,10
A,0,2,7,1,0,0,0,1,4,4,0,1,1,9,0,10
207 STREET,0,4,7,0,0,0,0,1,1,7,0,2,1,10,0,11
1,0,4,7,0,0,0,0,1,1,7,0,2,1,10,0,11
225 ST.-MARBLE HILL,0,2,3,0,0,0,0,0,2,1,1,1,1,4,0,5
1,0,2,3,0,0,0,0,0,2,1,1,1,1,4,0,5
23 STREET,2,59,91,44,3,1,0,23,49,72,14,42,43,157,0,200
1,2,5,8,4,0,0,0,0,11,3,1,4,6,13,0,19
6,0,35,45,22,0,0,0,9,27,41,6,19,20,82,0,102
"C,E",0,12,33,16,1,0,0,9,9,23,6,15,16,46,0,62
"F,M",0,2,3,2,1,1,0,1,2,2,1,3,1,8,0,9
"N,R",0,5,2,0,1,0,0,4,0,3,0,1,0,8,0,8
231 STREET,0,1,3,0,0,0,0,1,1,2,0,0,0,4,0,4
1,0,1,3,0,0,0,0,1,1,2,0,0,0,4,0,4
238 STREET,0,2,0,0,0,0,0,1,0,0,0,1,2,0,0,2
1,0,2,0,0,0,0,0,1,0,0,0,1,2,0,0,2
242 ST.-VAN CORTLANDT PARK,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
28 STREET,3,120,157,55,4,0,1,41,70,138,13,76,97,240,2,339
1,0,14,23,10,0,0,1,2,14,20,1,9,12,35,0,47
6,2,98,132,43,4,0,0,36,55,114,12,62,81,196,2,279
"N,R",1,8,2,2,0,0,0,3,1,4,0,5,4,9,0,13
3 AVENUE,1,9,9,4,1,0,0,4,3,4,3,10,7,17,0,24
L,1,9,9,4,1,0,0,4,3,4,3,10,7,17,0,24
33 STREET,5,117,156,64,8,2,3,39,54,171,12,73,89,262,1,352
6,5,117,156,64,8,2,3,39,54,171,12,73,89,262,1,352
34 ST.-HERALD SQ.,4,111,168,44,5,2,1,37,56,153,26,61,90,243,1,334
"B,D,F",4,111,168,44,5,2,1,37,56,153,26,61,90,243,1,334
34 ST.-PENN STATION,9,336,442,191,49,4,2,38,278,327,107,279,269,758,4,1031
"1,2,3",3,170,207,108,25,0,1,13,137,170,48,144,137,373,3,513
"A,C,E",6,166,235,83,24,4,1,25,141,157,59,135,132,385,1,518
34 STREET,0,44,52,16,1,0,0,18,20,50,5,20,28,85,0,113
7,0,20,24,6,1,0,0,8,5,26,2,10,15,36,0,51
"M,N,Q,R",0,24,28,10,0,0,0,10,15,24,3,10,13,49,0,62
42 ST.-GRAND CENTRAL,32,599,537,200,30,4,2,104,286,369,121,520,411,987,4,1402
"4,5,6",14,359,340,122,19,2,0,43,189,171,106,347,261,593,2,856
7,0,11,3,4,0,0,0,1,4,6,0,7,4,14,0,18
S,18,229,194,74,11,2,2,60,93,192,15,166,146,380,2,528
42 ST.-PORT AUTHORITY BUS TERMINAL,17,390,627,188,23,5,7,87,213,714,65,164,336,913,1,1250
"A,C,E",17,390,627,188,23,5,7,87,213,714,65,164,336,913,1,1250
42 ST.-TIMES SQUARE,17,302,337,90,7,4,2,55,139,345,37,179,193,564,0,757
"1,2,3",11,124,157,43,2,2,0,21,62,170,16,70,77,262,0,339
7,1,26,25,3,2,1,0,1,15,25,3,14,12,46,0,58
"N,Q,R",1,66,87,27,1,1,1,21,22,74,14,51,41,142,0,183
S,4,86,68,17,2,0,1,12,40,76,4,44,63,114,0,177
42 STREET,3,56,99,37,2,2,2,25,35,76,9,52,42,157,0,199
"B,D,F,M",3,56,99,37,2,2,2,25,35,76,9,52,42,157,0,199
47-50 STS./ROCKEFELLER CTR.,0,19,38,11,2,0,0,12,2,31,2,23,10,60,0,70
"B,D,F,M",0,19,38,11,2,0,0,12,2,31,2,23,10,60,0,70
49 STREET,0,1,7,0,1,1,0,0,2,5,0,3,2,8,0,10
"N,Q,R",0,1,7,0,1,1,0,0,2,5,0,3,2,8,0,10
5 AVENUE,1,14,17,4,1,0,0,4,10,18,2,3,8,29,0,37
7,1,6,6,1,1,0,0,1,6,5,1,2,2,13,0,15
"E,M",0,8,8,2,0,0,0,3,3,12,0,0,5,13,0,18
"N,Q,R",0,0,3,1,0,0,0,0,1,1,1,1,1,3,0,4
50 STREET,1,28,43,15,0,1,0,11,15,26,6,30,23,65,0,88
1,1,12,18,7,0,0,0,4,8,16,3,7,12,26,0,38
"C,E",0,16,25,8,0,1,0,7,7,10,3,23,11,39,0,50
51 STREET,1,18,39,10,1,0,0,7,14,24,4,20,26,43,0,69
6,1,18,39,10,1,0,0,7,14,24,4,20,26,43,0,69
57 STREET,1,20,33,5,0,2,0,12,6,31,4,8,12,49,0,61
F,0,4,12,0,0,1,0,1,3,11,0,2,2,15,0,17
"N,Q,R",1,16,21,5,0,1,0,11,3,20,4,6,10,34,0,44
59 ST.-COLUMBUS CIRCLE,23,515,482,152,21,6,2,123,241,453,34,346,360,837,2,1199
1,18,288,219,48,9,2,0,67,121,220,13,163,173,410,1,584
"A,B,C,D",5,227,263,104,12,4,2,56,120,233,21,183,187,427,1,615
59 STREET,7,109,123,48,8,0,0,32,72,128,7,56,64,230,1,295
"4,5,6",7,109,123,48,8,0,0,32,72,128,7,56,64,230,1,295
6 AVENUE,0,7,3,1,0,0,0,1,1,5,1,3,0,11,0,11
L,0,7,3,1,0,0,0,1,1,5,1,3,0,11,0,11
66 ST.-LINCOLN CENTER,0,2,3,1,0,0,0,1,2,1,0,2,0,6,0,6
1,0,2,3,1,0,0,0,1,2,1,0,2,0,6,0,6
68 ST.-HUNTER COLLEGE,6,67,68,43,2,0,3,31,23,64,4,61,72,112,2,186
6,6,67,68,43,2,0,3,31,23,64,4,61,72,112,2,186
7 AVENUE,1,4,9,2,1,0,0,3,2,9,1,2,4,13,0,17
"B,D,E",1,4,9,2,1,0,0,3,2,9,1,2,4,13,0,17
72 STREET,1,32,47,21,0,0,0,4,16,44,5,32,28,72,1,101
"1,2,3",1,32,45,21,0,0,0,4,15,44,4,32,28,70,1,99
"B,C",0,0,2,0,0,0,0,0,1,0,1,0,0,2,0,2
72ND STREET,0,2,4,5,0,0,0,1,2,4,0,4,7,4,0,11
Q,0,2,4,5,0,0,0,1,2,4,0,4,7,4,0,11
77 STREET,3,56,61,30,3,0,2,17,30,71,2,31,39,114,0,153
6,3,56,61,30,3,0,2,17,30,71,2,31,39,114,0,153
79 STREET,0,4,3,3,0,0,0,0,1,8,0,1,2,8,0,10
1,0,4,3,3,0,0,0,0,1,8,0,1,2,8,0,10
8 AVENUE,0,5,11,2,0,0,0,0,6,6,0,6,6,12,0,18
L,0,5,11,2,0,0,0,0,6,6,0,6,6,12,0,18
8 ST.-NYU,0,3,5,1,0,0,1,4,1,1,0,2,0,9,0,9
"N,R",0,3,5,1,0,0,1,4,1,1,0,2,0,9,0,9
81 ST.-MUSEUM OF NATURAL HISTORY,0,4,6,0,0,0,0,1,1,2,0,6,5,5,0,10
"B,C",0,4,6,0,0,0,0,1,1,2,0,6,5,5,0,10
86 STREET,6,177,192,73,8,2,0,39,99,213,11,96,131,325,2,458
1,0,12,18,9,0,1,0,1,6,25,2,6,10,30,0,40
"4,5,6",5,159,164,60,7,1,0,37,90,182,7,80,117,277,2,396
"B,C",1,6,10,4,1,0,0,1,3,6,2,10,4,18,0,22
86TH STREET,1,15,23,7,0,0,0,7,3,8,0,28,21,25,0,46
Q,1,15,23,7,0,0,0,7,3,8,0,28,21,25,0,46
96 STREET,5,136,186,72,7,2,0,31,104,176,12,85,111,294,3,408
"1,2,3",0,101,126,57,2,2,0,18,71,127,5,67,84,202,2,288
6,5,31,50,13,4,0,0,11,26,45,7,14,25,77,1,103
"B,C",0,4,10,2,1,0,0,2,7,4,0,4,2,15,0,17
96TH STREET,0,8,11,8,0,0,0,3,9,5,3,7,12,15,0,27
Q,0,8,11,8,0,0,0,3,9,5,3,7,12,15,0,27
ASTOR PLACE,0,8,4,0,0,0,0,1,2,3,1,5,1,11,0,12
6,0,8,4,0,0,0,0,1,2,3,1,5,1,11,0,12
BLEECKER STREET,6,77,92,34,5,0,0,19,40,73,5,77,50,163,1,214
6,6,77,92,34,5,0,0,19,40,73,5,77,50,163,1,214
BOWERY,1,5,9,3,4,0,0,3,3,8,0,8,7,15,0,22
"J,Z",1,5,9,3,4,0,0,3,3,8,0,8,7,15,0,22
BOWLING GREEN,0,3,8,4,0,0,0,0,8,4,1,2,0,15,0,15
"4,5",0,3,8,4,0,0,0,0,8,4,1,2,0,15,0,15
BROAD STREET,0,2,6,1,0,0,0,2,2,3,0,2,2,7,0,9
"J,Z",0,2,6,1,0,0,0,2,2,3,0,2,2,7,0,9
BROADWAY/LAFAYETTE,2,86,108,38,5,1,4,41,35,75,6,79,69,170,1,240
"B,D,F,M",2,86,108,38,5,1,4,41,35,75,6,79,69,170,1,240
BROADWAY/NASSAU,8,331,408,128,19,1,3,61,359,292,36,144,234,661,0,895
"A,C",8,331,408,128,19,1,3,61,359,292,36,144,234,661,0,895
BROOKLYN BRIDGE-CITY HALL,0,7,14,2,0,0,0,2,5,6,0,10,1,22,0,23
"4,5,6",0,7,14,2,0,0,0,2,5,6,0,10,1,22,0,23
CANAL STREET,5,143,156,47,8,0,2,44,79,133,9,92,88,271,0,359
1,0,2,4,2,0,0,0,0,2,5,0,1,1,7,0,8
6,2,32,27,18,4,0,0,23,13,26,6,15,26,57,0,83
"A,C,E",3,100,112,19,4,0,2,15,58,95,3,65,57,181,0,238
"J,Z",0,2,7,5,0,0,0,5,1,2,0,6,3,11,0,14
"N,Q,R",0,7,6,3,0,0,0,1,5,5,0,5,1,15,0,16
CHAMBERS ST.-WORLD TRADE CENTER,1,22,17,9,0,0,0,4,11,19,3,12,10,39,0,49
"A,C,E",1,22,17,9,0,0,0,4,11,19,3,12,10,39,0,49
CHAMBERS STREET,2,45,58,20,2,0,0,16,41,45,2,23,49,78,0,127
"1,2,3",2,40,54,19,2,0,0,15,36,44,1,21,46,71,0,117
"J,Z",0,5,4,1,0,0,0,1,5,1,1,2,3,7,0,10
CHRISTOPHER ST.-SHERIDAN SQ.,1,11,14,5,0,0,0,1,11,11,2,6,5,26,0,31
1,1,11,14,5,0,0,0,1,11,11,2,6,5,26,0,31
CITY HALL,0,0,3,0,0,0,0,2,1,0,0,0,2,1,0,3
R,0,0,3,0,0,0,0,2,1,0,0,0,2,1,0,3
CORTLANDT STREET,0,5,3,0,0,0,0,1,2,4,0,1,1,7,0,8
1,0,1,1,0,0,0,0,0,0,2,0,0,1,1,0,2
R,0,4,2,0,0,0,0,1,2,2,0,1,0,6,0,6
DELANCEY STREET,7,139,194,75,6,2,3,55,87,114,17,147,120,302,1,423
F,7,139,194,75,6,2,3,55,87,114,17,147,120,302,1,423
DISTRICT 1 OFFICE,0,2,1,1,0,0,0,0,2,2,0,0,1,3,0,4
N/A,0,2,1,1,0,0,0,0,2,2,0,0,1,3,0,4
DISTRICT 3 OFFICE,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
N/A,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
DISTRICT 4 OFFICE,1,4,1,0,1,0,0,1,2,2,0,2,2,5,0,7
N/A,1,4,1,0,1,0,0,1,2,2,0,2,2,5,0,7
EAST BROADWAY,2,8,7,4,0,0,0,6,2,6,0,7,7,14,0,21
F,2,8,7,4,0,0,0,6,2,6,0,7,7,14,0,21
ESSEX STREET,0,17,19,2,0,0,0,7,9,12,0,10,11,26,1,38
"J,M,Z",0,17,19,2,0,0,0,7,9,12,0,10,11,26,1,38
FRANKLIN STREET,0,0,2,2,0,0,0,0,3,1,0,0,1,3,0,4
1,0,0,2,2,0,0,0,0,3,1,0,0,1,3,0,4
FULTON STREET,4,145,168,62,5,0,2,21,136,150,10,65,90,293,1,384
"2,3",0,10,11,3,0,0,0,2,9,7,1,5,9,15,0,24
"4,5",3,105,110,44,4,0,2,17,92,106,7,42,58,207,1,266
"J,Z",1,30,47,15,1,0,0,2,35,37,2,18,23,71,0,94
GRAND STREET,1,6,5,1,0,0,0,6,0,4,1,2,5,8,0,13
"B,D",1,6,5,1,0,0,0,6,0,4,1,2,5,8,0,13
HOUSTON STREET,0,4,7,2,0,0,0,0,7,3,0,3,4,9,0,13
1,0,4,7,2,0,0,0,0,7,3,0,3,4,9,0,13
LEXINGTON AVE.,1,13,16,5,0,0,0,6,2,16,2,9,6,29,0,35
F,0,3,4,0,0,0,0,0,0,4,1,2,2,5,0,7
"N,Q,R",1,10,12,5,0,0,0,6,2,12,1,7,4,24,0,28
LEXINGTON AVENUE,0,25,38,17,5,0,3,17,15,24,3,23,32,53,0,85
"E,M",0,25,38,17,5,0,3,17,15,24,3,23,32,53,0,85
OFF-SYSTEM,0,1,8,3,0,0,0,3,2,5,0,2,4,8,0,12
OFF-SYSTEM,0,1,8,3,0,0,0,3,2,5,0,2,4,8,0,12
PRINCE STREET,0,2,9,1,2,0,0,2,3,3,0,6,2,12,0,14
"N,R",0,2,9,1,2,0,0,2,3,3,0,6,2,12,0,14
RECTOR STREET,0,2,2,1,0,0,0,0,2,3,0,0,2,3,0,5
1,0,2,2,1,0,0,0,0,2,3,0,0,2,3,0,5
SOUTH FERRY,5,53,69,34,6,0,1,11,62,56,9,28,37,130,0,167
1,5,53,69,34,6,0,1,11,62,56,9,28,37,130,0,167
SPRING STREET,0,13,12,9,1,1,0,1,12,14,3,6,10,26,0,36
6,0,7,1,0,0,0,0,0,1,5,0,2,1,7,0,8
"C,E",0,6,11,9,1,1,0,1,11,9,3,4,9,19,0,28
UNION SQUARE,2,18,22,6,1,0,0,3,11,15,2,18,15,34,0,49
"N,Q,R",2,18,22,6,1,0,0,3,11,15,2,18,15,34,0,49
W. 4 STREET,1,164,147,24,6,2,0,25,65,94,14,146,101,243,0,344
"A,B,C,D,E,F,M",1,164,147,24,6,2,0,25,65,94,14,146,101,243,0,344
WALL STREET,0,4,3,1,0,0,0,1,1,5,0,1,3,5,0,8
"2,3",0,2,3,1,0,0,0,1,1,3,0,1,1,5,0,6
"4,5",0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,2
WHITEHALL ST.-SOUTH FERRY,0,4,6,2,1,0,0,0,3,8,1,1,2,10,1,13
R,0,4,6,2,1,0,0,0,3,8,1,1,2,10,1,13
102 STREET,0,2,0,0,0,0,0,0,1,1,0,0,0,2,0,2
"J,Z",0,2,0,0,0,0,0,0,1,1,0,0,0,2,0,2
103 ST.-CORONA PLAZA,5,104,201,52,1,0,0,4,5,347,4,3,39,323,1,363
7,5,104,201,52,1,0,0,4,5,347,4,3,39,323,1,363
111 STREET,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
J,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
111 st-Roosevelt Ave,4,96,136,50,1,1,0,11,11,253,7,6,44,243,1,288
7,4,96,136,50,1,1,0,11,11,253,7,6,44,243,1,288
169 STREET,2,26,50,23,1,0,3,22,11,47,12,7,27,74,1,102
F,2,26,50,23,1,0,3,22,11,47,12,7,27,74,1,102
179 ST.-JAMAICA,0,7,22,11,1,0,0,7,6,24,2,2,11,30,0,41
F,0,7,22,11,1,0,0,7,6,24,2,2,11,30,0,41
21 STREET,0,7,2,1,0,0,0,0,0,6,2,2,1,9,0,10
G,0,7,2,1,0,0,0,0,0,6,2,2,1,9,0,10
23 STREET-ELY AVENUE,0,1,6,0,0,0,0,0,0,5,2,0,1,6,0,7
"E,M",0,1,6,0,0,0,0,0,0,5,2,0,1,6,0,7
30 AVENUE,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,2
"N,Q",0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,2
33 STREET,0,10,11,5,0,0,0,2,5,14,0,5,8,18,0,26
7,0,10,11,5,0,0,0,2,5,14,0,5,8,18,0,26
36 STREET,0,1,1,1,0,0,0,0,1,1,1,0,1,2,0,3
"M,R",0,1,1,1,0,0,0,0,1,1,1,0,1,2,0,3
40 STREET,1,3,9,2,0,0,0,1,0,11,1,2,4,11,0,15
7,1,3,9,2,0,0,0,1,0,11,1,2,4,11,0,15
