station,a_teen,a_college,a_adult,a_mid,a_old,a_unkown,r_native,r_asian,r_black,r_latino,r_unknown,r_white,sex_f,s_m,sex_u,total
G,0,9,14,3,2,0,0,1,5,11,0,11,9,19,0,28
NASSAU AVENUE,0,8,22,6,1,0,0,1,3,20,2,11,10,27,0,37
G,0,8,22,6,1,0,0,1,3,20,2,11,10,27,0,37
NECK ROAD,0,1,2,1,0,0,0,1,1,2,0,0,1,3,0,4
Q,0,1,2,1,0,0,0,1,1,2,0,0,1,3,0,4
NEPTUNE AVENUE,0,2,2,2,1,0,0,1,0,2,0,4,1,6,0,7
F,0,2,2,2,1,0,0,1,0,2,0,4,1,6,0,7
NEVINS STREET,0,11,29,10,1,0,0,2,22,19,0,8,11,40,0,51
"2,3,4,5",0,11,29,10,1,0,0,2,22,19,0,8,11,40,0,51
NEW LOTS AVENUE,1,7,10,4,0,0,0,0,17,3,1,1,4,18,0,22
3,0,1,6,2,0,0,0,0,6,2,0,1,2,7,0,9
L,1,6,4,2,0,0,0,0,11,1,1,0,2,11,0,13
NEW UTRECHT AVENUE,0,4,5,4,0,0,0,4,1,7,0,1,4,9,0,13
N,0,4,5,4,0,0,0,4,1,7,0,1,4,9,0,13
NEWKIRK AVENUE,1,13,25,12,1,1,0,1,25,9,3,15,13,40,0,53
"2,5",0,1,9,0,0,0,0,0,8,1,1,0,1,9,0,10
"B,Q",1,12,16,12,1,1,0,1,17,8,2,15,12,31,0,43
NORWOOD AVENUE,0,5,2,2,0,0,0,0,3,5,0,1,0,9,0,9
"J,Z",0,5,2,2,0,0,0,0,3,5,0,1,0,9,0,9
NOSTRAND AVENUE,4,76,145,47,5,0,1,20,97,80,7,72,81,196,0,277
3,2,6,12,6,0,0,0,0,16,5,0,5,7,19,0,26
"A,C",2,70,133,41,5,0,1,20,81,75,7,67,74,177,0,251
OCEAN PKWY,0,5,7,6,0,0,0,0,2,2,3,11,6,12,0,18
Q,0,5,7,6,0,0,0,0,2,2,3,11,6,12,0,18
OFF-SYSTEM,1,0,2,1,0,0,0,0,2,2,0,0,0,4,0,4
OFF-SYSTEM,1,0,2,1,0,0,0,0,2,2,0,0,0,4,0,4
PACIFIC STREET,1,16,39,27,3,0,0,9,20,33,5,19,19,67,0,86
"D,N,R",1,16,39,27,3,0,0,9,20,33,5,19,19,67,0,86
PARKSIDE AVENUE,0,2,3,2,0,0,0,1,2,3,0,1,1,6,0,7
Q,0,2,3,2,0,0,0,1,2,3,0,1,1,6,0,7
PENNSYLVANIA AVENUE,0,4,5,5,0,0,0,0,12,1,0,1,5,9,0,14
3,0,4,5,5,0,0,0,0,12,1,0,1,5,9,0,14
PRESIDENT STREET,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,2
"2,5",0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,2
PROSPECT AVENUE,1,3,9,1,0,0,0,2,3,5,1,3,2,12,0,14
R,1,3,9,1,0,0,0,2,3,5,1,3,2,12,0,14
PROSPECT PARK,1,15,23,15,3,0,0,4,32,7,1,13,13,44,0,57
"B,Q,S",1,15,23,15,3,0,0,4,32,7,1,13,13,44,0,57
RALPH AVENUE,0,7,11,5,0,0,0,0,15,3,0,5,3,20,0,23
C,0,7,11,5,0,0,0,0,15,3,0,5,3,20,0,23
ROCKAWAY AVENUE,0,10,26,14,2,0,0,2,31,8,2,9,6,46,0,52
3,0,4,7,2,1,0,0,0,8,3,0,3,0,14,0,14
C,0,6,19,12,1,0,0,2,23,5,2,6,6,32,0,38
ROCKAWAY PKWY-CANARSIE,0,15,25,8,3,1,0,0,38,10,2,2,8,44,0,52
L,0,15,25,8,3,1,0,0,38,10,2,2,8,44,0,52
SARATOGA AVENUE,1,12,12,2,1,1,1,2,19,6,0,1,6,23,0,29
3,1,12,12,2,1,1,1,2,19,6,0,1,6,23,0,29
SENECA AVENUE,0,1,1,1,0,0,0,0,1,1,0,1,1,2,0,3
M,0,1,1,1,0,0,0,0,1,1,0,1,1,2,0,3
SHEEPSHEAD BAY,2,15,23,9,0,0,0,6,5,6,8,24,13,35,1,49
"B,Q",2,15,23,9,0,0,0,6,5,6,8,24,13,35,1,49
SHEPHERD AVENUE,0,0,5,0,0,0,0,0,4,1,0,0,0,5,0,5
C,0,0,5,0,0,0,0,0,4,1,0,0,0,5,0,5
SMITH-9 STREETS,0,3,1,0,0,0,0,0,1,1,0,2,1,3,0,4
"F,G",0,3,1,0,0,0,0,0,1,1,0,2,1,3,0,4
STERLING STREET,0,1,5,3,1,0,0,0,3,4,0,3,3,7,0,10
"2,5",0,1,5,3,1,0,0,0,3,4,0,3,3,7,0,10
STILLWELL AVENUE-CONEY ISLAND,4,116,194,133,19,1,1,33,155,162,14,102,142,324,1,467
"D,F,N,Q",4,116,194,133,19,1,1,33,155,162,14,102,142,324,1,467
SUTTER AVENUE,0,5,4,0,1,0,0,0,8,2,0,0,2,8,0,10
L,0,5,4,0,1,0,0,0,8,2,0,0,2,8,0,10
SUTTER AVENUE-RUTLAND ROAD,0,10,20,7,0,0,0,0,24,8,2,3,9,28,0,37
3,0,10,20,7,0,0,0,0,24,8,2,3,9,28,0,37
UNION STREET,0,3,9,3,0,0,0,0,2,6,0,7,3,12,0,15
R,0,3,9,3,0,0,0,0,2,6,0,7,3,12,0,15
UTICA AVE.-CROWN HEIGHTS,3,48,70,37,9,1,0,5,112,30,3,18,41,127,0,168
"3,4",3,48,70,37,9,1,0,5,112,30,3,18,41,127,0,168
UTICA AVENUE,0,24,35,8,0,1,2,0,33,9,5,19,15,53,0,68
"A,C",0,24,35,8,0,1,2,0,33,9,5,19,15,53,0,68
VAN SICLEN AVENUE,0,2,5,3,0,0,0,1,4,3,1,1,3,7,0,10
3,0,1,3,1,0,0,0,0,3,1,0,1,3,2,0,5
C,0,1,2,1,0,0,0,0,1,2,1,0,0,4,0,4
"J,Z",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
WEST 8 STREET-NY AQUARIUM,0,3,2,3,0,1,0,0,1,1,0,7,5,4,0,9
"Q,F",0,3,2,3,0,1,0,0,1,1,0,7,5,4,0,9
WILSON AVENUE,0,16,17,5,0,0,0,1,12,12,2,11,6,31,1,38
L,0,16,17,5,0,0,0,1,12,12,2,11,6,31,1,38
WINTHROP STREET,1,7,12,2,2,0,0,0,14,4,1,5,5,18,1,24
"2,5",1,7,12,2,2,0,0,0,14,4,1,5,5,18,1,24
WYCKOFF AVENUE,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
M,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
YORK STREET,0,12,13,13,1,0,1,8,4,9,1,16,12,27,0,39
F,0,12,13,13,1,0,1,8,4,9,1,16,12,27,0,39
1 AVENUE,1,54,72,12,2,0,0,12,22,25,12,70,45,95,1,141
L,1,54,72,12,2,0,0,12,22,25,12,70,45,95,1,141
103 STREET,0,10,25,16,2,0,0,3,15,24,2,9,16,37,0,53
1,0,2,5,3,1,0,0,1,4,4,0,2,3,8,0,11
6,0,6,19,13,1,0,0,1,10,19,2,7,12,27,0,39
"B,C",0,2,1,0,0,0,0,1,1,1,0,0,1,2,0,3
110 ST.-CATHEDRAL PKWY.,0,32,26,3,0,0,0,16,11,12,2,20,13,48,0,61
1,0,10,5,2,0,0,0,4,1,4,1,7,1,16,0,17
"B,C",0,22,21,1,0,0,0,12,10,8,1,13,12,32,0,44
110 ST.-CENTRAL PARK NORTH,0,1,5,2,0,0,0,0,7,1,0,0,2,6,0,8
"2,3",0,1,5,2,0,0,0,0,7,1,0,0,2,6,0,8
110 STREET,1,18,43,16,4,0,0,5,28,37,4,8,24,58,0,82
6,1,18,43,16,4,0,0,5,28,37,4,8,24,58,0,82
116 ST.-COLUMBIA UNIVERSITY,1,54,6,1,0,0,0,24,4,8,3,23,22,40,0,62
1,1,54,6,1,0,0,0,24,4,8,3,23,22,40,0,62
116 STREET,5,68,98,73,8,0,0,7,64,107,13,61,62,187,3,252
"2,3",0,3,14,12,0,0,0,1,16,7,3,2,6,21,2,29
6,5,65,81,61,7,0,0,5,47,99,9,59,53,165,1,219
"B,C",0,0,3,0,1,0,0,1,1,1,1,0,3,1,0,4
125 STREET,7,155,258,152,12,1,2,29,236,189,20,109,129,453,3,585
1,0,27,22,3,0,0,0,5,14,16,3,14,15,37,0,52
"2,3",2,38,69,47,3,1,0,5,82,46,6,21,34,126,0,160
"4,5,6",5,47,86,62,5,0,2,7,79,72,8,37,41,163,1,205
"A,B,C,D",0,43,81,40,4,0,0,12,61,55,3,37,39,127,2,168
135 STREET,0,13,24,12,4,1,0,1,36,12,0,5,13,41,0,54
"2,3",0,9,19,11,3,1,0,0,31,8,0,4,10,33,0,43
"B,C",0,4,5,1,1,0,0,1,5,4,0,1,3,8,0,11
137 ST.-CITY COLLEGE,0,26,34,19,2,0,0,0,19,45,2,15,15,66,0,81
1,0,26,34,19,2,0,0,0,19,45,2,15,15,66,0,81
14 ST.-UNION SQUARE,0,6,6,3,0,0,0,0,3,7,1,4,3,12,0,15
L,0,6,6,3,0,0,0,0,3,7,1,4,3,12,0,15
14 STREET,25,488,427,141,32,3,1,137,206,362,48,362,322,789,5,1116
"1,2,3",0,9,12,4,0,1,0,1,7,10,2,6,3,23,0,26
"4,5,6",24,406,325,103,24,2,1,122,156,273,35,297,258,622,4,884
"A,C,E",1,59,81,31,5,0,0,9,39,68,9,52,53,123,1,177
"F,M",0,14,9,3,3,0,0,5,4,11,2,7,8,21,0,29
145 STREET,3,80,82,54,9,0,2,9,90,89,8,30,60,168,0,228
1,1,19,16,17,4,0,1,3,23,25,1,4,16,41,0,57
3,0,1,1,0,0,0,0,0,0,2,0,0,0,2,0,2
"A,B,C,D",2,60,65,37,5,0,1,6,67,62,7,26,44,125,0,169
148 ST.-HARLEM,0,1,2,0,2,0,0,1,1,2,1,0,2,3,0,5
3,0,1,2,0,2,0,0,1,1,2,1,0,2,3,0,5
155 STREET,0,3,4,0,0,0,0,0,2,2,0,3,1,6,0,7
"B,D",0,2,2,0,0,0,0,0,1,1,0,2,0,4,0,4
C,0,1,2,0,0,0,0,0,1,1,0,1,1,2,0,3
157 STREET,0,14,19,15,1,0,0,1,16,25,2,5,16,32,1,49
1,0,14,19,15,1,0,0,1,16,25,2,5,16,32,1,49
163 ST.-AMSTERDAM AVE.,2,18,37,14,1,0,0,1,19,26,2,24,19,52,1,72
C,2,18,37,14,1,0,0,1,19,26,2,24,19,52,1,72
168 ST.-WASHINGTON HTS.,3,47,94,28,8,1,0,6,42,98,5,30,43,138,0,181
1,0,23,50,11,6,0,0,4,22,44,3,17,20,70,0,90
"A,C",3,24,44,17,2,1,0,2,20,54,2,13,23,68,0,91
175 STREET,1,10,12,5,1,1,0,1,8,13,2,6,11,19,0,30
A,1,10,12,5,1,1,0,1,8,13,2,6,11,19,0,30
18 STREET,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,2
1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,2
181 STREET,0,9,18,14,0,0,0,1,4,28,0,8,8,33,0,41
1,0,6,15,11,0,0,0,1,3,21,0,7,6,26,0,32
A,0,3,3,3,0,0,0,0,1,7,0,1,2,7,0,9
190 STREET,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
A,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
191 STREET,0,4,6,9,2,0,0,1,3,13,0,4,6,15,0,21
1,0,4,6,9,2,0,0,1,3,13,0,4,6,15,0,21
2 AVENUE,0,69,64,27,4,2,0,26,15,49,5,71,56,109,1,166
F,0,69,64,27,4,2,0,26,15,49,5,71,56,109,1,166
200 ST.-DYCKMAN ST.,3,14,39,21,5,0,0,1,20,50,0,11,14,68,0,82
1,2,7,21,15,4,0,0,0,9,33,0,7,8,41,0,49
A,1,7,18,6,1,0,0,1,11,17,0,4,6,27,0,33
207 ST.-INWOOD,1,3,3,2,0,0,0,1,2,6,0,0,3,6,0,9
A,1,3,3,2,0,0,0,1,2,6,0,0,3,6,0,9
207 STREET,0,1,1,2,0,0,0,0,3,1,0,0,0,4,0,4
1,0,1,1,2,0,0,0,0,3,1,0,0,0,4,0,4
215 STREET,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
225 ST.-MARBLE HILL,0,0,2,1,0,0,0,0,1,2,0,0,1,2,0,3
1,0,0,2,1,0,0,0,0,1,2,0,0,1,2,0,3
23 STREET,2,70,92,50,6,2,2,17,55,72,11,65,46,176,0,222
1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
6,2,34,31,15,1,0,0,7,18,27,5,26,18,65,0,83
"C,E",0,25,51,29,3,2,2,8,31,35,4,30,21,89,0,110
"F,M",0,8,6,4,1,0,0,2,5,7,1,4,4,15,0,19
"N,R",0,2,4,2,1,0,0,0,1,2,1,5,3,6,0,9
231 STREET,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
238 STREET,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
242 ST.-VAN CORTLANDT PARK,0,2,1,0,0,0,0,0,1,1,0,1,0,3,0,3
1,0,2,1,0,0,0,0,0,1,1,0,1,0,3,0,3
28 STREET,5,107,129,29,5,0,0,27,72,108,13,55,59,214,2,275
1,0,2,2,0,0,0,0,2,2,0,0,0,2,2,0,4
6,5,104,122,27,5,0,0,25,70,106,11,51,53,208,2,263
"N,R",0,1,5,2,0,0,0,0,0,2,2,4,4,4,0,8
3 AVENUE,0,19,16,8,1,0,0,4,6,16,1,17,14,30,0,44
L,0,19,16,8,1,0,0,4,6,16,1,17,14,30,0,44
33 STREET,6,82,134,44,8,1,1,29,68,118,13,46,69,204,2,275
6,6,82,134,44,8,1,1,29,68,118,13,46,69,204,2,275
34 ST.-HERALD SQ.,8,121,106,37,9,1,1,57,53,91,18,62,79,203,0,282
"B,D,F",8,121,106,37,9,1,1,57,53,91,18,62,79,203,0,282
34 ST.-PENN STATION,9,244,335,146,36,2,3,39,200,248,101,181,206,565,1,772
"1,2,3",7,107,132,48,9,1,0,16,79,105,37,67,89,215,0,304
"A,C,E",2,137,203,98,27,1,3,23,121,143,64,114,117,350,1,468
34 STREET,3,21,26,9,1,0,0,12,17,26,1,4,15,45,0,60
7,0,3,11,7,1,0,0,1,7,12,1,1,8,14,0,22
"M,N,Q,R",3,18,15,2,0,0,0,11,10,14,0,3,7,31,0,38
42 ST.-GRAND CENTRAL,23,599,565,240,40,2,3,116,354,376,133,487,424,1037,8,1469
"4,5,6",9,339,290,129,25,2,1,43,211,133,94,312,240,549,5,794
7,1,5,7,6,1,0,0,1,1,9,4,5,5,15,0,20
S,13,255,268,105,14,0,2,72,142,234,35,170,179,473,3,655
42 ST.-PORT AUTHORITY BUS TERMINAL,11,293,454,144,14,1,6,63,159,544,37,108,221,692,4,917
"A,C,E",11,293,454,144,14,1,6,63,159,544,37,108,221,692,4,917
42 ST.-TIMES SQUARE,10,200,202,40,5,3,1,47,90,188,25,109,135,325,0,460
"1,2,3",4,104,105,20,3,2,0,24,57,88,10,59,69,169,0,238
7,2,22,24,3,1,0,0,6,11,21,2,12,24,28,0,52
"N,Q,R",2,33,35,14,0,1,1,10,10,37,7,20,14,71,0,85
S,2,41,38,3,1,0,0,7,12,42,6,18,28,57,0,85
42 STREET,4,64,68,26,3,1,0,29,21,66,5,45,49,117,0,166
"B,D,F,M",4,64,68,26,3,1,0,29,21,66,5,45,49,117,0,166
47-50 STS./ROCKEFELLER CTR.,0,36,44,9,3,0,0,14,9,36,5,28,35,57,0,92
"B,D,F,M",0,36,44,9,3,0,0,14,9,36,5,28,35,57,0,92
49 STREET,0,1,4,2,0,0,0,0,1,4,1,1,0,7,0,7
"N,Q,R",0,1,4,2,0,0,0,0,1,4,1,1,0,7,0,7
5 AVENUE,0,17,19,8,1,0,0,5,7,27,2,4,16,28,1,45
7,0,8,7,1,0,0,0,3,2,9,0,2,8,8,0,16
"E,M",0,5,7,3,1,0,0,2,2,10,1,1,5,11,0,16
"N,Q,R",0,4,5,4,0,0,0,0,3,8,1,1,3,9,1,13
50 STREET,1,46,75,19,1,0,1,12,18,58,6,47,50,91,1,142
1,0,20,35,7,1,0,0,2,8,20,2,31,23,39,1,63
"C,E",1,26,40,12,0,0,1,10,10,38,4,16,27,52,0,79
51 STREET,0,24,54,14,2,2,0,6,16,42,3,29,33,63,0,96
6,0,24,54,14,2,2,0,6,16,42,3,29,33,63,0,96
57 STREET,0,14,14,6,0,0,1,2,2,21,1,7,7,27,0,34
F,0,1,2,2,0,0,0,0,1,3,0,1,0,5,0,5
"N,Q,R",0,13,12,4,0,0,1,2,1,18,1,6,7,22,0,29
59 ST.-COLUMBUS CIRCLE,37,512,455,149,26,3,0,126,227,427,52,350,355,825,2,1182
1,25,261,209,49,8,0,0,57,121,207,16,151,148,403,1,552
"A,B,C,D",12,251,246,100,18,3,0,69,106,220,36,199,207,422,1,630
59 STREET,6,68,101,35,4,0,2,13,50,93,7,49,52,160,2,214
"4,5,6",6,68,101,35,4,0,2,13,50,93,7,49,52,160,2,214
6 AVENUE,0,3,5,1,1,0,0,2,3,3,0,2,4,6,0,10
L,0,3,5,1,1,0,0,2,3,3,0,2,4,6,0,10
66 ST.-LINCOLN CENTER,0,5,2,4,3,0,0,2,4,6,1,1,4,10,0,14
1,0,5,2,4,3,0,0,2,4,6,1,1,4,10,0,14
68 ST.-HUNTER COLLEGE,4,116,71,39,0,1,0,36,40,76,11,68,94,136,1,231
6,4,116,71,39,0,1,0,36,40,76,11,68,94,136,1,231
7 AVENUE,0,5,6,1,1,0,0,1,4,5,0,3,3,10,0,13
"B,D,E",0,5,6,1,1,0,0,1,4,5,0,3,3,10,0,13
72 STREET,0,94,97,49,8,0,0,27,45,92,10,74,103,145,0,248
"1,2,3",0,89,93,48,6,0,0,25,42,88,8,73,96,140,0,236
"B,C",0,5,4,1,2,0,0,2,3,4,2,1,7,5,0,12
72ND STREET,0,9,15,11,0,0,0,7,4,6,1,17,16,19,0,35
Q,0,9,15,11,0,0,0,7,4,6,1,17,16,19,0,35
77 STREET,6,60,99,57,6,1,1,17,35,124,8,44,71,157,1,229
6,6,60,99,57,6,1,1,17,35,124,8,44,71,157,1,229
79 STREET,0,7,6,3,0,0,0,3,1,6,2,4,4,12,0,16
1,0,7,6,3,0,0,0,3,1,6,2,4,4,12,0,16
8 AVENUE,0,17,15,5,2,0,0,7,7,19,0,6,17,22,0,39
L,0,17,15,5,2,0,0,7,7,19,0,6,17,22,0,39
8 ST.-NYU,0,4,5,2,2,0,0,2,3,3,3,2,2,11,0,13
"N,R",0,4,5,2,2,0,0,2,3,3,3,2,2,11,0,13
81 ST.-MUSEUM OF NATURAL HISTORY,0,3,2,0,0,0,0,0,1,1,0,3,3,2,0,5
"B,C",0,3,2,0,0,0,0,0,1,1,0,3,3,2,0,5
86 STREET,5,113,126,63,6,1,3,23,61,141,7,79,76,236,2,314
1,1,25,24,10,1,0,2,5,9,37,0,8,7,54,0,61
"4,5,6",4,80,87,49,4,1,1,15,49,93,7,60,62,161,2,225
"B,C",0,8,15,4,1,0,0,3,3,11,0,11,7,21,0,28
86TH STREET,0,18,26,16,5,0,1,7,8,7,1,41,24,41,0,65
Q,0,18,26,16,5,0,1,7,8,7,1,41,24,41,0,65
96 STREET,5,59,99,69,10,2,2,18,46,107,8,63,79,165,0,244
"1,2,3",2,29,60,35,9,0,2,7,22,63,6,35,40,95,0,135
6,1,28,35,33,1,2,0,10,21,41,2,26,36,64,0,100
"B,C",2,2,4,1,0,0,0,1,3,3,0,2,3,6,0,9
96TH STREET,0,13,20,10,3,0,0,5,11,17,5,8,18,28,0,46
Q,0,13,20,10,3,0,0,5,11,17,5,8,18,28,0,46
ASTOR PLACE,0,19,6,3,0,0,0,4,1,12,2,9,4,24,0,28
6,0,19,6,3,0,0,0,4,1,12,2,9,4,24,0,28
BLEECKER STREET,0,62,56,16,2,0,1,12,26,42,4,51,37,99,0,136
6,0,62,56,16,2,0,1,12,26,42,4,51,37,99,0,136
BOWERY,0,1,7,1,0,0,0,3,0,2,0,4,2,7,0,9
"J,Z",0,1,7,1,0,0,0,3,0,2,0,4,2,7,0,9
BOWLING GREEN,0,3,5,2,0,0,0,0,4,4,0,2,2,8,0,10
"4,5",0,3,5,2,0,0,0,0,4,4,0,2,2,8,0,10
BROAD STREET,0,5,10,1,0,0,0,0,1,11,0,4,4,12,0,16
"J,Z",0,5,10,1,0,0,0,0,1,11,0,4,4,12,0,16
BROADWAY/LAFAYETTE,2,66,61,15,3,0,0,18,23,57,5,44,46,101,0,147
"B,D,F,M",2,66,61,15,3,0,0,18,23,57,5,44,46,101,0,147
BROADWAY/NASSAU,7,126,127,47,11,0,1,32,107,120,19,39,71,246,1,318
"A,C",7,126,127,47,11,0,1,32,107,120,19,39,71,246,1,318
BROOKLYN BRIDGE-CITY HALL,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
"4,5,6",0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CANAL STREET,6,84,102,38,16,0,0,45,50,75,29,47,61,184,1,246
1,0,0,2,0,0,0,0,0,0,1,0,1,1,1,0,2
6,1,28,27,12,7,0,0,17,17,22,11,8,15,60,0,75
"A,C,E",4,35,46,10,0,0,0,6,19,41,7,22,19,76,0,95
"J,Z",0,4,9,10,9,0,0,15,3,3,9,2,12,19,1,32
"N,Q,R",1,17,18,6,0,0,0,7,11,8,2,14,14,28,0,42
CHAMBERS ST.-WORLD TRADE CENTER,0,8,9,3,0,0,0,0,9,6,0,5,4,16,0,20
"A,C,E",0,8,9,3,0,0,0,0,9,6,0,5,4,16,0,20
CHAMBERS STREET,0,1,7,1,0,0,0,1,0,6,0,2,1,8,0,9
"1,2,3",0,1,7,1,0,0,0,1,0,6,0,2,1,8,0,9
CHRISTOPHER ST.-SHERIDAN SQ.,0,2,1,0,0,0,0,0,0,2,1,0,0,3,0,3
1,0,2,1,0,0,0,0,0,0,2,1,0,0,3,0,3
CITY HALL,1,1,0,0,0,0,0,0,0,0,0,2,0,2,0,2
R,1,1,0,0,0,0,0,0,0,0,0,2,0,2,0,2
CORTLANDT STREET,0,1,7,0,1,0,0,0,3,3,0,3,0,9,0,9
1,0,1,3,0,1,0,0,0,1,1,0,3,0,5,0,5
R,0,0,4,0,0,0,0,0,2,2,0,0,0,4,0,4
DELANCEY STREET,4,87,118,53,9,1,0,40,47,87,8,90,88,183,1,272
F,4,87,118,53,9,1,0,40,47,87,8,90,88,183,1,272
DISTRICT 1 OFFICE,0,0,2,1,0,0,0,0,0,3,0,0,1,2,0,3
N/A,0,0,2,1,0,0,0,0,0,3,0,0,1,2,0,3
EAST BROADWAY,0,5,14,12,4,0,1,15,5,8,0,6,16,19,0,35
F,0,5,14,12,4,0,1,15,5,8,0,6,16,19,0,35
ESSEX STREET,0,10,8,3,0,0,0,4,6,3,0,8,6,15,0,21
"J,M,Z",0,10,8,3,0,0,0,4,6,3,0,8,6,15,0,21
FULTON STREET,4,50,74,27,6,0,0,15,55,57,7,27,43,117,1,161
"2,3",1,12,6,5,2,0,0,6,7,9,0,4,8,18,0,26
"4,5",3,29,46,16,4,0,0,5,38,37,3,15,27,70,1,98
"J,Z",0,9,22,6,0,0,0,4,10,11,4,8,8,29,0,37
GRAND STREET,0,6,5,4,0,0,0,5,2,5,0,3,7,8,0,15
"B,D",0,6,5,4,0,0,0,5,2,5,0,3,7,8,0,15
HOUSTON STREET,0,1,0,2,0,0,0,0,0,1,0,2,0,3,0,3
1,0,1,0,2,0,0,0,0,0,1,0,2,0,3,0,3
LEXINGTON AVE.,2,14,17,6,1,0,0,8,5,16,1,10,11,29,0,40
F,0,4,1,0,0,0,0,2,0,3,0,0,1,4,0,5
"N,Q,R",2,10,16,6,1,0,0,6,5,13,1,10,10,25,0,35
LEXINGTON AVENUE,0,35,65,24,10,0,3,17,19,40,4,51,44,89,1,134
"E,M",0,35,65,24,10,0,3,17,19,40,4,51,44,89,1,134
OFF-SYSTEM,0,4,3,0,2,0,0,2,1,2,0,4,1,8,0,9
OFF-SYSTEM,0,4,3,0,2,0,0,2,1,2,0,4,1,8,0,9
PRINCE STREET,0,3,4,0,0,0,0,1,0,3,1,2,2,5,0,7
"N,R",0,3,4,0,0,0,0,1,0,3,1,2,2,5,0,7
RECTOR STREET,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
R,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
SOUTH FERRY,0,11,19,8,1,0,0,2,11,15,1,10,12,27,0,39
1,0,11,19,8,1,0,0,2,11,15,1,10,12,27,0,39
SPRING STREET,0,17,21,6,1,0,0,4,9,16,0,16,9,36,0,45
6,0,13,17,3,1,0,0,2,7,13,0,12,4,30,0,34
"C,E",0,4,4,3,0,0,0,2,2,3,0,4,5,6,0,11
UNION SQUARE,0,37,42,7,0,0,0,8,15,39,3,21,19,66,1,86
"N,Q,R",0,37,42,7,0,0,0,8,15,39,3,21,19,66,1,86
W. 4 STREET,2,144,127,25,2,1,0,32,57,66,14,132,77,224,0,301
"A,B,C,D,E,F,M",2,144,127,25,2,1,0,32,57,66,14,132,77,224,0,301
WALL STREET,0,1,2,0,0,0,0,0,0,1,1,1,1,2,0,3
"2,3",0,0,2,0,0,0,0,0,0,0,1,1,1,1,0,2
"4,5",0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
WHITEHALL ST.-SOUTH FERRY,0,4,2,1,0,0,0,2,1,3,1,0,1,6,0,7
R,0,4,2,1,0,0,0,2,1,3,1,0,1,6,0,7
103 ST.-CORONA PLAZA,1,141,233,69,7,0,0,6,3,419,9,14,75,375,1,451
7,1,141,233,69,7,0,0,6,3,419,9,14,75,375,1,451
104 STREET,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
A,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
111 STREET,0,1,1,0,0,0,0,0,0,1,0,1,0,2,0,2
A,0,1,1,0,0,0,0,0,0,1,0,1,0,2,0,2
111 st-Roosevelt Ave,2,61,132,41,0,0,0,3,6,212,4,11,30,205,1,236
7,2,61,132,41,0,0,0,3,6,212,4,11,30,205,1,236
169 STREET,2,44,50,41,3,1,8,23,19,60,18,13,30,111,0,141
F,2,44,50,41,3,1,8,23,19,60,18,13,30,111,0,141
179 ST.-JAMAICA,0,7,9,8,0,0,2,9,5,4,1,3,10,14,0,24
F,0,7,9,8,0,0,2,9,5,4,1,3,10,14,0,24
21 ST.-QUEENSBRIDGE,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
F,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
21 STREET,0,1,1,2,0,0,0,1,0,3,0,0,3,1,0,4
G,0,1,1,2,0,0,0,1,0,3,0,0,3,1,0,4
23 STREET-ELY AVENUE,0,2,4,1,0,0,0,0,0,4,0,3,3,4,0,7
"E,M",0,2,4,1,0,0,0,0,0,4,0,3,3,4,0,7
30 AVENUE,0,1,0,2,0,0,0,1,1,1,0,0,1,2,0,3
"N,Q",0,1,0,2,0,0,0,1,1,1,0,0,1,2,0,3
33 STREET,0,7,7,2,5,0,0,3,3,13,0,2,7,14,0,21
7,0,7,7,2,5,0,0,3,3,13,0,2,7,14,0,21
36 AVENUE,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
"N,Q",0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
36 STREET,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,2
"M,R",0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,2
